OBJECTID,PUIC,NAAM,DIENSTREGELPUNT_TYPE,LANDCODE,STATIONSGROOTTE,HEEFT_TANKPLAATS,HEEFT_WERKPLAATS,BLOKPUNT_INDICATIE,BEDIEND,AFKORTING,DOORKOMST_VERPLICHT,BEDIENINGSCODE,KMLINT,KMLINT_OMSCHRIJVING,KM_GEOCODE_T,OFFSET,OFFSET_T,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,BEHEERDER,ONDERHOUDSREGIO_NAAM,ONDERHOUDSREGIO_AFKORTING,TECHNIEKVELD,PGO_GEBIED_NAAM,PGO_GEBIED_NR,OPC_GEBIED_NAAM,OPC_GEBIED_NR,PCA,X,Y,GELDIG_VANAF,PUBLICATIEDATUM,PPLG_PUIC,PPLG_NAAM,VLPOST_PUIC,VLPOST_NAAM,PPLG_OMSCHRIJVING,VLPOST_OMSCHRIJVING,LATITUDE,LONGITUDE,KM_GEOCODE
446,21199872-1034-470d-9739-336a92985e6e,Amsterdam Zuid,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Asdz,Ja,Stop-station,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,"155,300285",0.220805,"0,220805",144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,119913,483561,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,,Amsterdam Centraal,52.33885064,4.87236872,155.300285
447,1a52271b-797f-4e0d-8007-d028ab49f445,Abcoude overloop,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Aco,Ja,OV Overige,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"11,204869",-0.003887,"-0,003887",080,,80,080__,Amsterdam Bijlmer - Nieuwersluis=Loenen,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Duivendrecht,10,Strukton Rail,127578,475801,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,076ff4b8-0550-4df1-839a-9b90c95058f6,AC,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Abcoude,Amsterdam Centraal,52.2695437,4.9854653,11.204869
448,897ac25c-ee7a-4895-87d8-3c4b2c4f425c,Amsterdam Sloterdijk,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Ass,Ja,Stop-station,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,"178,599799",-0.327999,"-0,327999",523,b,523,523_b,Amsterdam Sloterdijk,ProRail,Randstad Noord,RN,Baan,Amsterdam,220,Amsterdam,9,VolkerRail,117571,489172,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,86b62b6c-f86a-4d29-9ef7-379a2e507a46,ASS,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Amsterdam Sloterdijk,Amsterdam Centraal,52.3891236,4.83738106,178.599799
449,e534e7b4-d41a-4bb3-b085-a150aba08528,Keverdijk,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Kv,Ja,OA Overloop-aansluiting,Asd-Zp,Amsterdam Centraal - Zutphen ,"16,600134",-0.481844,"-0,481844",087,,87,087__,Weesp Aansl. - Hilversum,ProRail,Randstad Noord,RN,Baan,Amstelsepoort,230,Weesp,11,Strukton Rail,134536,478719,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,7b029fcd-abc8-4207-a9ed-20ad0cdf5f44,KV,2cae70e6-e587-451d-a8d4-ed88b04be49e,ASD,Keverdijk,Amsterdam Centraal,52.29607187,5.08722335,16.600134
450,7018bf44-3bc8-4059-b854-2d55357d9b51,Amersfoort Schothorst,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Amfs,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"24,175489",0.115047,"0,115047",017,,17,017__,Amersfoort Aansl. - Hattemerbroek,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,156104,465144,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort,Amersfoort,52.17444193,5.40334312,24.175489
451,1225723e-4ac2-470a-ba01-a5800363b0c1,Hollandsche Rading,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hor,Ja,Stop-station,Hvs-Utm,Hilversum - Utrecht Maliebaan ,"5,501651",0.230532,"0,230532",095,,95,095__,Hilversum - Blauwkapel,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,140788,465590,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,52.1782689,5.17942167,5.501651
452,411ff6e9-2f67-445f-a1a0-d3a1343f268f,Amersfoort racc. Pon,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Amfpon,Nee,Goederen emplacement,Lsd-Amf,Leusden - Amersfoort ,"47,832067",0.05879,"0,058790",040,,40,040__,Leusden - Amersfoort,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,156098,460450,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,52.1322524,5.40323984,47.832067
453,ca269291-6f86-4640-867c-413011eca5b1,Barneveld Centrum,Station,Nederland,Middel,Nee,Nee,Nee,Ja,Bnc,Ja,Stop-station,Bnn-Ed,Barneveld Noord - Ede=Wageningen ,"14,773216",0.231144,"0,231144",211,,211,211__,Barneveld Noord - Ede=Wageningen,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,168906,461322,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,2d3d33d5-9507-4347-b6f8-f0b050c22e14,BNC,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Barneveld Centrum,Amersfoort,52.13991568,5.59033697,14.773216
454,50380090-de52-4703-9109-913ff054c3de,Amersfoort Vlasakkers,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Amfv,Nee,Goederen emplacement,Ut-Amf,Utrecht - Amersfoort ,"19,000026",0.451324,"0,451324",090,,90,090__,Den Dolder - Amersfoort,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,152160,462176,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d52c36b1-5356-4957-bddb-d265a1bf15aa,AMF,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort,Amersfoort,52.14775955,5.34571066,19.000026
455,d4e87e94-b40a-429f-82e6-ab945150c961,Hilversum Media Park,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hvsm,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,"27,026539",-0.336906,"-0,336906",087,,87,087__,Weesp Aansl. - Hilversum,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,140449,472186,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,52.23754358,5.17418251,27.026539
456,c290c798-f572-4fa0-b398-a2b358f4ec79,Amersfoort Vathorst,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Avat,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"27,090238",0.016872,"0,016872",017,,17,017__,Amersfoort Aansl. - Hattemerbroek,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,158197,467171,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,d4d04852-6c92-4095-af7d-8d55447cca31,AVAT,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Amersfoort Vathorst,Amersfoort,52.19265222,5.43395977,27.090238
457,438e641c-3d06-43e3-870f-5f6fd4b77232,Nijkerk,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Nkk,Ja,Stop-station,Ama-Htba,Amersfoort Aansluiting - Hattemerbroek Aansluiting ,"32,375006",-0.531472,"-0,531472",017,,17,017__,Amersfoort Aansl. - Hattemerbroek,ProRail,Noord-Oost,NO,Baan,Veluwe,430,Gelderse Vallei,29,Strukton Rail,162276,470458,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,5c733a7b-0633-4e72-8184-ad5681b6f19d,NKK,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,Nijkerk,Amersfoort,52.2221565,5.49368531,32.375006
458,8179a8a6-2412-4d9c-92df-0d1bbc2cc3f7,Soest Zuid,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Stz,Ja,Stop-station,Dld-Brn,Den Dolder - Baarn ,"5,136707",-0.468173,"-0,468173",091,,91,091__,Den Dolder - Baarn,ProRail,Randstad Noord,RN,Baan,Eemland,200,Amersfoort,12,ASSET Rail,149254,464149,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,c4839a12-d54e-4cab-9f02-a344459d9fab,AMF,,Amersfoort,52.16547026,5.30322026,5.136707
459,8641cb56-b02d-4254-8575-9d37f2a63a62,Hemmen-Dodewaard,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Hmn,Ja,Stop-station,Est-Gdm,Elst - Geldermalsen ,"14,501451",-0.369747,"-0,369747",042,,42,042__,Vork - Kesteren,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,174698,437129,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.92229195,5.67354892,14.501451
460,8c3e669b-c7e2-4227-88b9-5253c35c956f,Nijmegen Lent,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nml,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,"14,749617",0.475345,"0,475345",044,,44,044__,Ressen=Bemmel - Nijmegen,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,187540,430622,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.86320311,5.85961011,14.749617
461,8929767e-fdf0-4586-a610-38731f246d89,Elst Betuwelijn aansl.,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ebtwa,Ja,OA Overloop-aansluiting,Ah-Vl,Arnhem - Venlo ,"10,400373",0.426278,"0,426278",510,b,510,510_b,Elst,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,187286,434970,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,26c897f4-8198-4ee0-b9ab-e272c7d82c96,ESTA,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Elst aansl.,Arnhem,51.902298,5.85633044,10.400373
462,2f92328a-29bf-4534-87b0-0dab33ed7d2c,Zutphen goed. empl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Ja,Zpge,Nee,Goederen emplacement,Ah-Zl,Arnhem - Zwolle ,"28,448406",-0.2828,"-0,282800",609,,609,609__,Zutphen,ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,210826,462825,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,52.15077792,6.20289729,28.448406
463,42e4ac72-ef19-49f9-aa70-d025753abc3d,Gaanderen,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Gdr,Ja,Stop-station,Ww-Zv,Winterswijk-Zevenaar ,"28,693300",-0.320167,"-0,320167",212,,212,212__,Winterswijk - Zevenaar,ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,221163,438444,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.93052311,6.34919624,28.6933
464,d596fa90-c665-4d2f-8577-3ee1f7aaf8d5,Oss West,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Ow,Ja,Stop-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,"39,400090",0.04231,"0,042310",047,,47,047__,s Hertogenbosch - Nijmegen,ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,163257,418863,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.75839909,5.5067959,39.40009
465,e9bbba15-02b4-45a5-b759-39e8d2a8fee0,Velp,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Vp,Ja,Stop-station,Ah-Zl,Arnhem - Zwolle ,"4,199635",0.208867,"0,208867",034,,34,034__,Velperbroek Aansl. - Dieren,ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,195775,445344,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.99498063,5.98090561,4.199635
466,d64b99ce-d778-4bb6-bb4b-7c51812837b8,Oss,Station,Nederland,Klein,Nee,Nee,Nee,Ja,O,Ja,IC Intercity-station,Ht-Nm,s-Hertogenbosch - Nijmegen ,"41,239985",-0.44696,"-0,446960",047,,47,047__,s Hertogenbosch - Nijmegen,ProRail,Zuid,Z,Baan,Betuwe,320,Den Bosch,21,Strukton Rail,164935,419625,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9951df18-4bc6-4d8b-b77b-62938e2676ac,OSS,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Oss,Arnhem,51.76522092,5.53112182,41.239985
467,72510f87-c86c-4279-8a70-9b47562f22f0,Arnhem West aansl.,Overloop,Nederland,Onbekend,Nee,Nee,Nee,Ja,Ahwa,Ja,OA Overloop-aansluiting,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"90,249894",0.479644,"0,479644",508,,508,508__,Arnhem,ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,188663,444392,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,8d938307-10ac-45fd-b8ce-2ce1d8be0f13,AH,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Arnhem Centraal,Arnhem,51.98690117,5.87726203,90.249894
468,c18a89b7-84bf-4d2b-9bcb-e032dcaf0157,Lochem,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Lc,Ja,Stop-station,Zp-Esg,Zutphen - Enschede Grens ,"16,994845",-0.166365,"-0,166365",031,a,31,031_a,Zutphen - Hengelo,ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,226146,464802,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,e462b45a-9aa2-4bdc-acc8-fbf2294ce2d0,LC,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Lochem,Arnhem,52.16678393,6.42712564,16.994845
469,310e9c4e-caba-444c-8f85-dd99677ce2e4,Goor,Station,Nederland,Klein,Nee,Nee,Nee,Ja,Go,Ja,Stop-station,Zp-Esg,Zutphen - Enschede Grens ,"30,135485",0.244971,"0,244971",031,a,31,031_a,Zutphen - Hengelo,ProRail,Noord-Oost,NO,Baan,Twente,410,Twente,32,VolkerRail,236812,472032,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c2b08364-eff6-4e32-ac67-4ed35708a926,GO,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Goor,Arnhem,52.23027741,6.58474217,30.135485
470,3c23be3e-634c-45fe-934f-26248acfdf45,Eefde,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Efd,Ja,OA Overloop-aansluiting,Zp-Esg,Zutphen - Enschede Grens ,"3,249997",-0.236305,"-0,236305",031,a,31,031_a,Zutphen - Hengelo,ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,212404,464322,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,9ad751db-e425-4fac-b2d3-e56702b05671,ZP,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Zutphen,Arnhem,52.16406992,6.22620462,3.249997
471,076fcf04-25d6-4d20-a5b9-176d90cfc12f,Duiven,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Dvn,Ja,Stop-station,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,"101,279989",0.560798,"0,560798",038,,38,038__,Velperbroek Aansl. - Zevenaar,ProRail,Noord-Oost,NO,Baan,Gelre,400,Achterhoek,30,ASSET Rail,198117,439636,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.94350133,6.01428681,101.279989
472,5d29cf24-f4ba-4131-9910-5886e295ab70,Nijmegen Heyendaal,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Nmh,Ja,Stop-station,Ah-Vl,Arnhem - Venlo ,"19,276168",0.523669,"0,523669",049,,49,049__,Nijmegen - Beugen,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,188096,426617,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,51.82717304,5.8672975,19.276168
473,e8112222-5c56-48b1-a7c3-2a4a018b3031,Maasbrug Ravenstein Oostzijde,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Mbrvo,Ja,OA Overloop-aansluiting,Ht-Nm,s-Hertogenbosch - Nijmegen ,"52,199563",0.309808,"0,309808",047,,47,047__,s Hertogenbosch - Nijmegen,ProRail,Noord-Oost,NO,Baan,Gelre,400,Maas en Waal,28,ASSET Rail,174578,424142,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,c44f0eed-676d-43fd-8bd7-6e362b2ea69c,RVS,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,Ravenstein,Arnhem,51.80556625,5.67106618,52.199563
474,eafdb15a-9012-463b-8fe4-f86b75747bf9,Voorst-Empe,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Vem,Ja,Stop-station,Asd-Zp,Amsterdam Centraal - Zutphen ,"101,499737",-0.141483,"-0,141483",208,,208,208__,Apeldoorn - Zutphen,ProRail,Noord-Oost,NO,Baan,Veluwe,430,IJsselstreek,31,Strukton Rail,206802,463511,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,2f76a82b-20e6-4385-a090-6c7ca69eaee1,AH,,Arnhem,52.1573353,6.14421099,101.499737
475,9dfda238-acaf-4f90-b581-6fe776927143,Maastricht grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mtg,Ja,OA Overloop-aansluiting,Has-Glk,Hasselt (B) - Lanaken (B) ,"12,749969",0.260215,"0,260215",785,,785,785__,Lanaken (B) - Maastricht grens,Derden - Overig - Infrabel / Railport Lanaken,,,Baan,,,,,,174679,321183,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,50.88010669,5.66680468,12.749969
476,439a9d24-488e-4f02-9131-116c6bae6bc3,Noorderkempen (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Ndkp,Ja,IC Intercity-station,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,"67,600468",0.085774,"0,085774",787,,787,787__,Hazeldonk Grens - Noorderkempen (B),ProRail,,,Baan,,,,,,102542,374516,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.3574104,4.63406992,67.600468
477,98f7b747-9998-428c-a3e3-0fdb758b696f,Essen (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Esn,Ja,Stop-station,Esn-Np,Essen (B) - Nispen ,"74,501078",1.551698,"1,551698",788,,788,788__,Roosendaal Grens - Essen (B),Derden - Overig - Infrabel,,,Baan,,,,,,89954,386377,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.46270533,4.45118117,74.501078
478,59af23d0-ef97-48ad-ba62-67a3af7e8c10,Neerpelt (B),Grensstation,België,Onbekend,Nee,Nee,Nee,Nee,Lnp,Nee,AS Aansluiting/splitsing,Lnp-Bdl,Neerpelt (B) - Budel ,"23,429638",0.17733,"0,177330",786,,786,786__,Neerpelt (B) - Budel Grens,Derden - Overig - Infrabel,,,Baan,,,,,,158540,359377,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.22375114,5.43787329,23.429638
479,32f47dd5-23fc-43dc-a9b8-6b9081b7a0f2,Springbiel (D),Aansluiting,Duitsland,Onbekend,Nee,Nee,Nee,Nee,Spb,Ja,OA Overloop-aansluiting,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,"21,425580",-0.215154,"-0,215154",777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),Derden - Overig - DB Netz,,,Baan,,,,,,268070,481438,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,52.30926201,7.04527931,21.42558
480,222fb522-bb9d-4e66-8c41-16d38e471614,Emmerich-Elten (D),Halte,Duitsland,Onbekend,Nee,Nee,Nee,Nee,El,Ja,Stop-station,Zvg-Em,Zevenaar Grens - Emmerich (D) ,"70,154846",0.063224,"0,063224",779,,779,779__,Emmerich (D) - Zevenaar Grens,ProRail,,,Baan,,,,,,207567,432757,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.88086216,6.15066422,70.154846
481,31f33022-4d64-4ee2-956d-a7f343766b42,Nieuweschans Grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Nscg,Ja,OA Overloop-aansluiting,Hlg-Nscg,Harlingen - Nieuweschans Grens ,"127,631184",29.410583,"29,410583",005,,5,005__,Zuidbroek - Nieuweschans Grens,ProRail,Noord-Oost,NO,Baan,Drenthe,440,Drenthe,35,ASSET Rail,276858,579384,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,53.18724674,7.2103159,127.631184
482,7044a825-fd54-47b9-a496-0cd737e72aa1,Venlo grens,Grens Dienstregelpunt,Nederland,Onbekend,Nee,Nee,Nee,Nee,Vlgr,Ja,OA Overloop-aansluiting,Kn-Vlgr,Kaldenkirchen (D) - Venlo Grens ,"19,304007",-57.123007,"-57,123007",780,,780,780__,Venlo Grens - Keulen (D),ProRail,,,Baan,,,,,,211075,372681,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.34056739,6.19196235,19.304007
483,063532be-ebd1-4c41-803d-f75a73b73997,Terneuzen Zuidzijde (racc.),Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Tnzz,Ja,Goederen emplacement,Fsz-Tnz,Zelzate (B) - Terneuzen ,"26,499934",0.532218,"0,532218",557,a,557,557_a,Terneuzen Aansl.,ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,47381,368534,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.29584833,3.84415334,26.499934
484,27041447-2a90-4ac5-bdbf-ed76ac476581,Axel aansl.,Goederen Emplacement,Nederland,Onbekend,Nee,Nee,Nee,Nee,Axa,Nee,Goederen emplacement,Axa-Tnzz,Axel Aansl. - Terneuzen Zuidzijde (Racc.)  ,"61,000532",0.071901,"0,071901",130,a,130,130_a,Axel Aansl. - Terneuzen Aansl.,ProRail,Zuid,Z,Baan,Zeeland,310,Goes,18,Strukton Rail,48567,366598,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,,,51.27867522,3.86173253,61.000532
485,8d2036cf-4857-4f29-957c-a2fb4c6e130a,Merwedekanaalbrug - bij Arkel,Brug,Nederland,Onbekend,Nee,Nee,Nee,Nee,Mkbr,Ja,BR Beweegbare brug,Gdm-Ddr,Geldermalsen - Dordrecht ,"65,451022",-0.341533,"-0,341533",118,,118,118__,Geldermalsen - Dordrecht,ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,128079,431693,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,51.87313104,4.99628347,65.451022
486,249e64c7-00a2-4477-919a-2b06f8926185,Sliedrecht Baanhoek,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Sdtb,Ja,Stop-station,Gdm-Ddr,Geldermalsen - Dordrecht ,"86,554660",0.268551,"0,268551",118,,118,118__,Geldermalsen - Dordrecht,ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,110564,426878,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,51.82873299,4.74258142,86.55466
487,23eb0aab-da98-41d8-a1da-2a9e305e6a3a,Willemstunnel Zuid,Aansluiting,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wiltz,Ja,OA Overloop-aansluiting,Bd-Rtd,Breda - Rotterdam Centraal ,"46,399929",-0.204564,"-0,204564",163,,163,163__,Rotterdam Lombardijen - Rotterdam Centraal,ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,94004,436377,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,720fc36c-b289-494d-ba5e-774c9fabef60,WSPT,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Willemstunnel,Rotterdam Centraal,51.91253977,4.50069418,46.399929
488,73910df5-a6a2-44fc-9ab9-024ffe0271f2,Wantijbrug - bij Dordrecht,Brug,Nederland,Onbekend,Nee,Nee,Nee,Ja,Wijb,Ja,BR Beweegbare brug,Gdm-Ddr,Geldermalsen - Dordrecht ,"89,277289",-0.325977,"-0,325977",118,,118,118__,Geldermalsen - Dordrecht,ProRail,Randstad Zuid,RZ,Baan,Dordrecht,140,Dordrecht,5,ASSET Rail,110037,424288,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,91fca8c4-ba07-407a-b3d8-f85cc2008ca4,DDRS,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,Dordrecht Stadspolders,Rotterdam Centraal,51.80541222,4.7352735,89.277289
489,9cf56c17-6c55-430d-a563-c2d30e76487d,Rotterdam Alexander,Halte,Nederland,Klein,Nee,Nee,Nee,Nee,Rta,Ja,IC Intercity-station,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,"45,949687",-0.33789,"-0,337890",132,,132,132__,Moordrecht Aansl. - Rotterdam Kleiweg,ProRail,Randstad Zuid,RZ,Baan,Rotterdam,120,Rotterdam,3,VolkerRail,97702,440703,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,51.95181243,4.55371371,45.949687
490,9441b570-8ab4-4877-a22a-b673dd77c5df,Barendrecht,Halte,Nederland,Middel,Nee,Nee,Nee,Nee,Brd,Ja,Stop-station,Bd-Rtd,Breda - Rotterdam Centraal ,"39,110407",0.0792,"0,079200",116,a,116,116_a,Dordrecht - Rotterdam Barendrecht,ProRail,Randstad Zuid,RZ,Baan,Zee-Zevenaar,130,Europoort,4,VolkerRail,97484,429961,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,f0a9d6e5-809b-44e2-85b8-b4766ad70f15,RTD,,Rotterdam Centraal,51.85524611,4.55233797,39.110407
